timestamp,BTC_close,BTC_low,BTC_high,BTC_volume,BTC_average,BTC_HLPercent
1468584000.0,666.24,662.7,666.81,24741.24,0.0,0.006163674809915719
1468605600.0,665.96,663.24,677.98,108912.47,0.0,0.02174105430838669
1468627200.0,669.49,663.4,672.8,31151.65,0.0,0.013971462544589742
1468648800.0,668.87,664.1,669.19,12953.02,0.0,0.007606210493282971
1468670400.0,664.18,659.95,669.11,25966.72,0.0,0.013689826784833537
1468692000.0,667.47,662.1,670.0,78111.48,0.0,0.011791044776119369
1468713600.0,666.36,664.0,670.0,13535.31,0.0,0.008955223880597015
1468735200.0,670.0,667.32,670.0,5503.46,0.0,0.0039999999999999255
1468756800.0,683.41,667.61,690.0,99972.3,0.0,0.03244927536231882
1468778400.0,685.0,677.6,686.34,43603.48,0.0,0.012734213363639025
1468800000.0,684.1,680.0,686.6,24113.34,0.0,0.00961258374599479
1468821600.0,682.0,680.46,686.68,139836.29,0.0,0.009058076542202939
1468843200.0,679.64,671.9,685.69,108131.83,0.0,0.020111128935816586
1468864800.0,676.95,668.32,679.08,103730.36,0.0,0.01584496671967955
1468886400.0,677.3,673.71,677.79,26435.03,0.0,0.006019563581640224
1468908000.0,673.99,669.92,677.7,36941.19,0.0,0.011480005902316785
1468929600.0,671.0,668.0,677.0,46294.1,0.0,0.013293943870014771
1468951200.0,676.49,667.9,677.9,130455.63,0.0,0.01475143826523086
1468972800.0,673.3,672.2,677.41,6544.14,0.0,0.007691058590808998
1468994400.0,670.0,670.0,676.0,34165.85,0.0,0.008875739644970414
1469016000.0,668.1,663.0,674.4,86251.23,0.0,0.016903914590747297
1469037600.0,667.23,661.55,669.37,51500.57,0.0,0.011682626947727042
1469059200.0,662.01,659.86,669.0,28005.32,0.0,0.01366218236173391
1469080800.0,666.83,662.02,667.84,24935.43,0.0,0.008714662194537688
1469102400.0,666.03,663.1,668.99,40437.32,0.0,0.008804316955410374
1469124000.0,663.98,663.1,667.73,23206.61,0.0,0.00693394036511763
1469145600.0,667.0,663.1,670.0,29379.5,0.0,0.010298507462686533
1469167200.0,664.59,659.32,667.0,43895.0,0.0,0.011514242878560645
1469188800.0,658.81,650.0,664.59,134064.51,0.0,0.02195338479363221
1469210400.0,646.75,641.3,659.95,169011.78,0.0,0.02825971664520053
1469232000.0,651.66,644.12,655.2,46962.15,0.0,0.016910866910866972
1469253600.0,656.87,646.0,658.21,27788.74,0.0,0.018550310691116872
1469275200.0,656.7,649.31,658.0,77385.28,0.0,0.013206686930091268
1469296800.0,656.63,650.2,656.94,29166.19,0.0,0.010259688860474334
1469318400.0,653.5,651.4,659.17,56970.18,0.0,0.011787551011120018
1469340000.0,658.5,651.0,665.08,192636.95,0.0,0.021170385517531785
1469361600.0,666.39,654.07,667.09,122952.23,0.0,0.01951760631998678
1469383200.0,664.49,661.53,665.99,29738.09,0.0,0.006696797249208001
1469404800.0,658.79,657.0,664.99,35032.6,0.0,0.01201521827395902
1469426400.0,652.12,652.0,659.8,103395.92,0.0,0.011821764170960829
1469448000.0,653.02,652.0,659.99,21405.04,0.0,0.012106244034000528
1469469600.0,653.0,650.37,657.33,18712.93,0.0,0.010588288987266724
1469491200.0,653.0,650.01,656.99,24061.88,0.0,0.010624210414161582
1469512800.0,649.0,639.51,653.43,138493.36,0.0,0.02130297047885766
1469534400.0,655.01,642.13,662.01,401821.03,0.0,0.030029757858642613
1469556000.0,655.08,646.68,659.43,96441.04,0.0,0.019334880123743233
1469577600.0,654.99,642.0,657.26,75293.36,0.0,0.0232176003408088
1469599200.0,650.22,650.0,656.09,95646.24,0.0,0.009282263104147344
1469620800.0,658.0,650.89,661.0,48584.07,0.0,0.015295007564296541
1469642400.0,657.99,653.83,659.98,15376.69,0.0,0.009318464195884689
1469664000.0,654.12,654.0,659.0,12832.17,0.0,0.007587253414264037
1469685600.0,659.77,654.12,659.77,62460.17,0.0,0.008563590342088876
1469707200.0,656.02,650.0,662.0,217473.48,0.0,0.01812688821752266
1469728800.0,658.07,652.0,658.69,58560.91,0.0,0.01015652279524519
1469750400.0,659.42,653.65,659.49,21500.94,0.0,0.008855327601631612
1469772000.0,655.01,653.56,659.52,22499.12,0.0,0.009036875303250905
1469793600.0,655.09,654.56,660.8,28307.39,0.0,0.009443099273607763
1469815200.0,657.99,655.65,661.94,26519.9,0.0,0.00950237181617681
1469836800.0,659.79,655.8,661.21,7917.35,0.0,0.00818196941970037
1469858400.0,655.81,654.01,659.8,12624.88,0.0,0.008775386480751688
1469880000.0,658.8,653.0,661.06,39244.74,0.0,0.01219253925513561
1469901600.0,656.42,652.0,658.8,24153.55,0.0,0.01032179720704304
1469923200.0,632.66,629.0,656.74,137824.3,0.0,0.04223893778359778
1469944800.0,633.8,630.0,640.9,87271.13,0.0,0.017007333437353687
1469966400.0,633.82,630.0,638.99,102634.38,0.0,0.014069077763345293
1469988000.0,624.84,616.88,635.06,190406.84,0.0,0.028627216326016364
1470009600.0,622.0,611.01,628.66,230015.94,0.0,0.028075589348773546
1470031200.0,623.41,617.68,630.04,171657.85,0.0,0.01961780204431467
1470052800.0,620.0,616.09,628.0,89774.83,0.0,0.01896496815286619
1470074400.0,610.04,602.07,619.51,475813.09,0.0,0.028151280850995046
1470096000.0,605.04,594.0,616.74,480946.74,0.0,0.036871290981613014
1470117600.0,598.0,584.42,609.55,557090.92,0.0,0.04122713477155278
1470139200.0,594.64,580.0,608.94,304142.17,0.0,0.04752520773803667
1470160800.0,531.6,462.94,603.95,1906791.76,0.0,0.23347959268151344
1470182400.0,530.51,511.07,547.49,648893.92,0.0,0.06652176295457454
1470204000.0,552.0,528.87,560.24,343568.91,0.0,0.05599385977438241
1470225600.0,546.31,542.57,590.0,545606.62,0.0,0.0803898305084745
1470247200.0,566.18,546.31,578.22,611188.77,0.0,0.055186607173740236
1470268800.0,577.0,566.22,588.0,218636.13,0.0,0.037040816326530564
1470290400.0,580.0,572.9,583.0,209117.68,0.0,0.01732418524871359
1470312000.0,582.01,573.0,595.34,395675.06,0.0,0.037524775758390215
1470333600.0,581.04,567.1,586.45,217713.66,0.0,0.03299514025066079
1470355200.0,576.32,570.1,584.97,90640.83,0.0,0.025420107014034913
1470376800.0,573.41,569.0,579.1,74549.99,0.0,0.017440856501467834
1470398400.0,572.56,569.22,575.69,68558.11,0.0,0.011238687488057855
1470420000.0,574.75,570.0,578.77,78328.79,0.0,0.015152824092471935
1470441600.0,566.01,563.0,577.0,97927.15,0.0,0.024263431542461005
1470463200.0,568.0,563.0,569.0,94974.99,0.0,0.01054481546572935
1470484800.0,590.0,563.41,590.0,245620.82,0.0,0.04506779661016955
1470506400.0,582.53,580.84,592.0,86311.21,0.0,0.018851351351351298
1470528000.0,592.0,584.86,613.0,190956.07,0.0,0.045905383360522
1470549600.0,597.0,590.0,619.8,115017.5,0.0,0.04808002581477889
1470571200.0,595.88,589.0,625.0,310542.64,0.0,0.0576
1470592800.0,602.0,591.6,608.0,88051.99,0.0,0.026973684210526278
1470614400.0,598.99,596.1,613.34,65161.92,0.0,0.028108390126194295
1470636000.0,598.04,593.05,600.26,80690.92,0.0,0.01201146169993009
1470657600.0,599.0,593.05,599.0,127318.35,0.0,0.009933222036727956
1470679200.0,597.99,591.78,599.94,75719.41,0.0,0.013601360136013737
1470700800.0,588.33,586.0,597.99,105083.59,0.0,0.02005050251676451
1470722400.0,590.99,586.01,598.0,118651.3,0.0,0.020050167224080283
1470744000.0,602.01,589.0,625.29,506020.91,0.0,0.05803707079914914
1470765600.0,602.0,599.0,609.09,135189.42,0.0,0.016565696366711045
1470787200.0,598.99,595.12,605.98,103512.7,0.0,0.017921383544011377
1470808800.0,611.0,596.15,612.99,112231.72,0.0,0.027471900030995665
1470830400.0,604.1,604.02,619.0,276460.82,0.0,0.02420032310177709
1470852000.0,594.68,590.0,608.83,230588.77,0.0,0.030928173710231165
1470873600.0,593.8,586.27,601.0,148368.8,0.0,0.024509151414309514
1470895200.0,601.94,593.1,605.0,145534.77,0.0,0.01966942148760327
1470916800.0,593.59,590.1,605.51,134656.58,0.0,0.025449620980660878
1470938400.0,589.24,585.03,595.0,147678.14,0.0,0.01675630252100845
1470960000.0,588.93,582.62,603.21,138605.97,0.0,0.034134049501831916
1470981600.0,594.62,586.47,598.99,134647.21,0.0,0.020901851449940702
1471003200.0,589.44,586.7,594.6,110571.21,0.0,0.013286242852337668
1471024800.0,587.04,584.23,590.05,55873.7,0.0,0.009863570883823298
1471046400.0,586.48,583.1,590.7,57843.05,0.0,0.012866091078381619
1471068000.0,588.5,586.48,592.01,40479.8,0.0,0.009341058428067048
1471089600.0,586.39,584.4,590.83,41371.17,0.0,0.010882995108576179
1471111200.0,583.53,583.1,587.58,40573.91,0.0,0.007624493685966197
1471132800.0,581.56,580.0,585.6,52389.45,0.0,0.009562841530054683
1471154400.0,575.0,573.15,583.28,44861.95,0.0,0.017367302153339727
1471176000.0,568.02,567.0,579.89,289907.97,0.0,0.022228353653279048
1471197600.0,567.99,561.0,575.74,224130.25,0.0,0.02560183416125336
1471219200.0,570.29,564.16,572.98,50522.53,0.0,0.015393207441795611
1471240800.0,574.99,569.75,575.09,64225.05,0.0,0.009285503138639224
1471262400.0,565.0,561.01,598.87,225187.25,0.0,0.06321906256783612
1471284000.0,565.79,562.02,570.0,89424.83,0.0,0.014000000000000032
1471305600.0,562.45,561.97,566.88,36471.53,0.0,0.008661445103019983
1471327200.0,566.36,562.09,570.1,71613.13,0.0,0.014050166637432013
1471348800.0,580.5,565.54,582.57,108823.98,0.0,0.029232538579055025
1471370400.0,576.52,576.52,583.88,141188.57,0.0,0.012605329862300497
1471392000.0,574.69,571.36,580.0,29986.34,0.0,0.014896551724137907
1471413600.0,575.0,568.8,578.77,113921.47,0.0,0.01722618656806681
1471435200.0,570.12,566.0,575.0,63687.92,0.0,0.01565217391304348
1471456800.0,574.85,566.0,574.99,59181.39,0.0,0.015635054522687368
1471478400.0,570.0,566.53,575.33,43447.44,0.0,0.01529556949924403
1471500000.0,574.0,566.0,574.0,52374.4,0.0,0.013937282229965157
1471521600.0,577.52,571.85,578.2,76980.98,0.0,0.010982359045313079
1471543200.0,576.47,572.66,578.0,67896.07,0.0,0.009238754325259571
1471564800.0,574.84,562.98,576.61,76405.16,0.0,0.02363816097535595
1471586400.0,574.86,570.71,574.89,26137.89,0.0,0.007270956182921864
1471608000.0,574.95,569.37,576.97,73995.04,0.0,0.013172261989358237
1471629600.0,575.99,571.55,576.97,30283.64,0.0,0.009393902629252946
1471651200.0,572.85,570.31,575.99,33262.16,0.0,0.009861282313929172
1471672800.0,579.0,570.51,580.95,61927.08,0.0,0.017970565453137195
1471694400.0,583.1,577.69,583.1,34896.04,0.0,0.00927799691305088
1471716000.0,581.99,579.44,584.05,74663.21,0.0,0.007893159832205976
1471737600.0,584.0,581.0,584.65,21237.82,0.0,0.006243051398272432
1471759200.0,584.63,582.02,584.66,11596.74,0.0,0.0045154448739438075
1471780800.0,581.04,581.04,585.05,39953.07,0.0,0.006854115032903156
1471802400.0,580.87,580.2,584.1,32211.32,0.0,0.006676938880328671
1471824000.0,583.0,578.0,586.36,69550.4,0.0,0.01425745275939698
1471845600.0,583.28,580.85,586.95,59163.14,0.0,0.01039270806712671
1471867200.0,588.75,582.5,592.56,93318.17,0.0,0.01697718374510589
1471888800.0,588.38,584.88,594.98,277508.17,0.0,0.016975360516319912
1471910400.0,588.56,584.54,591.86,45391.25,0.0,0.012367789679991975
1471932000.0,586.8,581.11,595.0,172810.05,0.0,0.023344537815126028
1471953600.0,585.09,580.1,586.7,189591.92,0.0,0.01124936083177096
1471975200.0,585.03,581.3,588.64,102757.63,0.0,0.012469421038325686
1471996800.0,578.5,578.5,589.81,44606.7,0.0,0.019175666740136564
1472018400.0,583.99,578.56,585.95,41509.22,0.0,0.012611997610717808
1472040000.0,580.47,580.1,586.9,127685.68,0.0,0.011586300903049846
1472061600.0,583.0,579.91,584.1,33562.8,0.0,0.007173429207327606
1472083200.0,577.23,572.99,582.98,91008.32,0.0,0.0171360938625682
1472104800.0,578.01,574.01,578.01,50167.99,0.0,0.006920295496617706
1472126400.0,574.32,573.01,580.97,78959.25,0.0,0.013701223815343368
1472148000.0,575.78,574.05,579.48,55524.68,0.0,0.009370470076620528
1472169600.0,577.6,575.0,579.97,33892.11,0.0,0.008569408762522246
1472191200.0,576.0,574.05,585.92,205923.44,0.0,0.020258738394320054
1472212800.0,577.71,576.0,580.95,30117.69,0.0,0.008520526723470256
1472234400.0,578.97,577.7,580.55,7448.21,0.0,0.0049091378864867955
1472256000.0,575.99,572.61,578.97,43136.75,0.0,0.010985025130835817
1472277600.0,576.78,573.38,577.89,27748.06,0.0,0.007804253404627162
1472299200.0,569.25,566.01,576.91,93585.5,0.0,0.01889376159192938
1472320800.0,572.35,565.0,575.78,129538.23,0.0,0.01872242870540827
1472342400.0,570.93,562.98,574.99,144030.24,0.0,0.02088731977947441
1472364000.0,573.48,563.58,574.58,132884.9,0.0,0.019144418531797137
1472385600.0,570.97,568.36,577.71,187802.76,0.0,0.016184590884699975
1472407200.0,574.17,569.0,577.63,149585.38,0.0,0.014940359745858068
1472428800.0,574.0,570.66,589.0,384613.83,0.0,0.03113752122241092
1472450400.0,576.84,570.86,579.37,144022.99,0.0,0.014688368400158778
1472472000.0,574.0,571.3,582.19,218134.91,0.0,0.01870523368659733
1472493600.0,573.69,572.18,582.41,132398.18,0.0,0.017564945656839717
1472515200.0,577.01,572.42,580.5,145977.52,0.0,0.013919035314384222
1472536800.0,579.0,576.38,580.65,31436.0,0.0,0.007353827606992133
1472558400.0,577.0,576.66,584.0,66903.41,0.0,0.012568493150684985
1472580000.0,579.96,574.83,584.31,90044.17,0.0,0.016224264517122597
1472601600.0,577.0,572.02,581.83,124812.57,0.0,0.016860595019163774
1472623200.0,574.04,573.4,577.0,38531.36,0.0,0.006239168110918584
1472644800.0,575.69,573.02,580.0,110150.35,0.0,0.012034482758620721
1472666400.0,573.81,573.0,577.8,64695.38,0.0,0.008307372793354023
1472688000.0,571.28,571.03,577.57,68995.55,0.0,0.011323302803123565
1472709600.0,574.59,571.03,576.35,66863.25,0.0,0.009230502298950376
1472731200.0,572.01,570.16,577.0,123256.49,0.0,0.01185441941074529
1472752800.0,574.34,570.65,576.89,110447.32,0.0,0.010816620152888782
1472774400.0,572.97,570.2,575.34,70395.48,0.0,0.008933847811728693
1472796000.0,573.7,570.0,598.61,152618.09,0.0,0.04779405623026681
1472817600.0,575.99,573.7,580.89,86384.45,0.0,0.012377558573912343
1472839200.0,576.01,573.5,580.6,260938.37,0.0,0.012228728901136793
1472860800.0,576.88,574.29,583.99,185447.76,0.0,0.01660987345673735
1472882400.0,580.17,571.55,582.35,257975.13,0.0,0.01854554820983956
1472904000.0,576.5,560.33,583.7,387909.51,0.0,0.04003769059448347
1472925600.0,610.41,576.57,614.99,421063.96,0.0,0.06247256052943943
1472947200.0,603.99,600.0,611.51,195469.52,0.0,0.018822259652336006
1472968800.0,610.64,600.0,613.21,103653.29,0.0,0.021542375368960122
1472990400.0,616.38,608.0,620.0,180915.74,0.0,0.01935483870967742
1473012000.0,610.65,607.67,618.53,184402.95,0.0,0.017557757909883134
1473033600.0,610.53,606.55,613.9,66244.97,0.0,0.011972633979475521
1473055200.0,606.99,605.99,615.0,106981.7,0.0,0.014650406504065025
1473076800.0,610.24,604.3,612.6,125412.6,0.0,0.013548808357819242
1473098400.0,610.1,603.3,614.94,367203.09,0.0,0.01892867596838732
1473120000.0,611.77,608.23,611.99,45727.11,0.0,0.0061438912400529275
1473141600.0,610.95,608.0,616.58,151559.48,0.0,0.013915469201076974
1473163200.0,613.27,610.7,616.9,101459.37,0.0,0.010050251256281296
1473184800.0,614.74,610.99,616.9,122363.86,0.0,0.009580158858810129
1473206400.0,612.88,612.5,617.1,68500.42,0.0,0.00745422135796471
1473228000.0,612.8,609.72,616.09,108296.8,0.0,0.010339398464510062
1473249600.0,620.01,612.8,623.9,342912.16,0.0,0.01779131271037029
1473271200.0,619.72,616.1,621.66,71527.87,0.0,0.008943795643921027
1473292800.0,619.01,615.33,622.91,61280.02,0.0,0.012168692106403698
1473314400.0,633.5,617.15,635.69,159452.15,0.0,0.029165159118438352
1473336000.0,627.87,626.06,635.66,96031.09,0.0,0.01510241323978231
1473357600.0,634.26,626.05,634.97,92252.98,0.0,0.014047907775170594
1473379200.0,629.0,628.6,634.89,37600.36,0.0,0.00990722802375209
1473400800.0,625.48,621.1,629.0,102246.15,0.0,0.012559618441971346
1473422400.0,624.0,622.1,626.99,91994.35,0.0,0.007799167450836515
1473444000.0,627.0,622.22,629.84,65225.99,0.0,0.012098310682077994
1473465600.0,624.67,623.3,629.8,23771.71,0.0,0.010320736741822802
1473487200.0,629.07,624.67,630.0,40062.16,0.0,0.008460317460317526
1473508800.0,628.3,626.0,629.07,28422.63,0.0,0.004880220007312461
1473530400.0,627.99,626.19,628.5,26162.23,0.0,0.0036754176610977653
1473552000.0,627.3,625.9,629.06,24086.43,0.0,0.005023368200171635
1473573600.0,628.0,625.7,632.1,68815.73,0.0,0.010124980224647962
1473595200.0,627.59,626.2,631.1,33916.66,0.0,0.007764221201077447
1473616800.0,610.51,591.66,635.95,399567.59,0.0,0.06964383992452249
1473638400.0,614.5,607.95,618.0,120430.52,0.0,0.016262135922330022
1473660000.0,608.0,607.43,616.87,73191.98,0.0,0.015303062233533896
1473681600.0,609.01,608.0,612.39,65472.71,0.0,0.007168634366988335
1473703200.0,611.99,608.75,614.0,115120.08,0.0,0.008550488599348535
1473724800.0,610.82,609.25,613.42,36937.89,0.0,0.0067979524632388235
1473746400.0,613.7,611.5,614.14,31490.49,0.0,0.004298694108835097
1473768000.0,610.25,608.4,617.88,240663.73,0.0,0.015342785006797467
1473789600.0,614.0,611.38,620.6,138740.98,0.0,0.014856590396390633
1473811200.0,615.0,613.8,616.65,15978.04,0.0,0.004621746533690137
1473832800.0,613.52,612.55,616.98,47698.71,0.0,0.007180135498719672
1473854400.0,617.01,612.55,617.9,72103.65,0.0,0.008658358957760192
1473876000.0,615.59,613.1,618.3,92167.33,0.0,0.008410156881772492
1473897600.0,612.59,611.01,615.33,32115.3,0.0,0.007020623080298457
1473919200.0,614.75,612.08,616.62,18417.25,0.0,0.007362719340923037
1473940800.0,611.31,609.0,616.62,200069.55,0.0,0.01235769193344362
1473962400.0,612.6,610.25,616.5,72099.26,0.0,0.01013787510137875
1473984000.0,611.81,610.55,614.48,25629.6,0.0,0.006395651607863663
1474005600.0,613.28,610.59,614.48,36618.39,0.0,0.006330555917198259
1474027200.0,610.0,608.0,613.92,111984.59,0.0,0.009642950221527169
1474048800.0,608.47,608.33,611.98,57798.33,0.0,0.0059642471976208
1474070400.0,610.0,608.33,612.01,34487.93,0.0,0.006012973644221418
1474092000.0,606.89,606.37,611.66,26597.51,0.0,0.008648595625020378
1474113600.0,606.14,605.99,609.73,38526.44,0.0,0.006133862529316269
1474135200.0,608.99,606.14,609.62,28061.91,0.0,0.005708474131426164
1474156800.0,606.89,606.89,609.35,16501.09,0.0,0.004037088701074975
1474178400.0,613.0,606.89,614.46,44566.36,0.0,0.012319760440061273
1474200000.0,613.59,611.16,614.48,17814.62,0.0,0.005402942325218152
1474221600.0,612.35,611.16,617.47,106878.67,0.0,0.010219119957244982
1474243200.0,612.99,611.5,614.71,44733.97,0.0,0.005221974589643956
1474264800.0,612.85,611.0,613.75,28611.98,0.0,0.004480651731160896
1474286400.0,611.74,609.16,613.42,24211.33,0.0,0.006944670861726046
1474308000.0,609.0,608.12,612.85,82716.46,0.0,0.007718038671779421
1474329600.0,612.56,609.0,613.67,31433.18,0.0,0.007609953232193132
1474351200.0,609.7,607.5,616.98,132578.76,0.0,0.015365165807643712
1474372800.0,608.0,607.25,614.0,174365.47,0.0,0.010993485342019544
1474394400.0,603.0,603.0,612.34,154800.2,0.0,0.015252964039585901
1474416000.0,598.5,593.2,603.0,157258.79,0.0,0.016252072968490804
1474437600.0,597.5,597.25,605.5,109728.93,0.0,0.013625103220478944
1474459200.0,596.55,594.4,599.39,59825.48,0.0,0.008325130549391897
1474480800.0,597.49,594.83,599.24,82439.23,0.0,0.007359321807622936
1474502400.0,597.91,595.14,600.0,53233.62,0.0,0.008100000000000022
1474524000.0,596.5,595.02,598.76,52840.99,0.0,0.006246242233950179
1474545600.0,597.03,595.27,599.44,89433.94,0.0,0.006956492726544896
1474567200.0,597.15,596.18,599.73,62819.53,0.0,0.005919330365331179
1474588800.0,598.92,596.74,600.36,42307.94,0.0,0.006029715504030923
1474610400.0,599.4,597.51,601.22,25132.14,0.0,0.006170786068327794
1474632000.0,602.3,598.96,605.3,73441.8,0.0,0.010474145052040177
1474653600.0,604.14,596.14,605.31,225345.15,0.0,0.01514926236143457
1474675200.0,605.0,603.0,608.0,75150.83,0.0,0.008223684210526315
1474696800.0,606.22,603.64,607.18,21077.26,0.0,0.0058302315623043645
1474718400.0,602.38,602.0,607.12,32821.39,0.0,0.008433258663855588
1474740000.0,603.79,602.0,604.94,6830.66,0.0,0.004859986114325477
1474761600.0,603.29,602.43,604.38,9151.87,0.0,0.003226446937357367
1474783200.0,603.91,602.1,605.0,11287.74,0.0,0.004793388429752028
1474804800.0,599.7,598.87,604.99,48180.11,0.0,0.010115869683796434
1474826400.0,601.89,598.68,601.91,20525.89,0.0,0.005366250768387331
1474848000.0,602.55,600.34,603.51,47419.06,0.0,0.005252605590628091
1474869600.0,607.74,602.0,609.99,65437.22,0.0,0.013098575386481761
1474891200.0,608.0,605.05,609.99,46032.52,0.0,0.008098493417924974
1474912800.0,607.8,606.57,610.0,38360.71,0.0,0.005622950819672049
1474934400.0,608.97,606.53,610.94,76067.14,0.0,0.007218384784103318
1474956000.0,605.0,604.96,609.42,24291.83,0.0,0.007318433920777006
1474977600.0,608.16,605.0,608.3,40299.61,0.0,0.005424954792043325
1474999200.0,606.04,603.02,608.46,35284.9,0.0,0.008940604148177454
1475020800.0,603.53,603.3,607.24,25767.6,0.0,0.006488373624925984
1475042400.0,605.64,603.21,606.19,13159.43,0.0,0.004915950444580112
1475064000.0,603.49,603.17,607.0,49667.38,0.0,0.006309719934102209
1475085600.0,604.2,603.49,605.93,16042.39,0.0,0.00402686779000865
1475107200.0,605.8,604.2,605.8,21364.87,0.0,0.002641135688345839
1475128800.0,605.35,604.2,608.07,17197.81,0.0,0.006364398835660375
1475150400.0,607.37,605.33,608.7,46749.18,0.0,0.00553638902579268
1475172000.0,607.39,605.0,608.42,24234.09,0.0,0.005621116991551821
1475193600.0,606.16,605.0,607.39,10344.56,0.0,0.003934868865144284
1475215200.0,606.69,605.56,608.02,45614.46,0.0,0.004045919542120385
1475236800.0,606.43,605.04,608.18,40509.03,0.0,0.00516294518070306
1475258400.0,611.5,605.67,612.0,40270.05,0.0,0.010343137254902027
1475280000.0,613.92,610.9,616.99,62806.7,0.0,0.009870500332258272
1475301600.0,615.89,613.41,615.89,21906.31,0.0,0.004026693078309468
1475323200.0,616.69,613.62,616.69,34610.87,0.0,0.004978190014431967
1475344800.0,613.62,613.27,616.86,58708.74,0.0,0.005819797036604792
1475366400.0,610.71,607.5,615.66,49492.58,0.0,0.013254068804210066
1475388000.0,612.25,609.09,612.89,20970.02,0.0,0.006200133792360708
1475409600.0,610.41,607.93,612.59,47796.57,0.0,0.0076070454953559175
1475431200.0,611.66,607.93,611.95,9252.32,0.0,0.0065691641473978185
